AEWD_010010	serine hydroxymethyltransferase
CWI38_1282p0010	serine--tRNA ligase
CWI38_1282p0020	fibronectin-binding protein A-like protein
CWI38_1283p0010	hypothetical protein
CWI38_1283p0020	ribosomal protein L15
CWI38_1283p0030	ribosomal protein L7A
CWI38_1283p0040	hypothetical protein
CWI38_1284p0010	hypothetical protein
CWI38_1285p0010	hypothetical protein
CWI38_1286p0010	hypothetical protein
CWI38_1287p0010	hypothetical protein
CWI38_1287p0020	histone deacetylase
CWI38_1287p0030	hypothetical protein
CWI38_1288p0010	hypothetical protein
CWI38_1288p0020	hypothetical protein
CWI38_1288p0030	hypothetical protein
CWI38_1289p0010	DNA replication licensing factor Mcm8
CWI38_1289p0020	hypothetical protein
CWI38_1291p0010	hypothetical protein
CWI38_1291p0020	signal recognition particle GTPase Srp54
CWI38_1291p0030	hypothetical protein
CWI38_1292p0010	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
CWI38_1292p0020	putative GlcNAc-PI de-N-acetylase
CWI38_1293p0010	FAM72-like protein
CWI38_1294p0010	hypothetical protein
CWI38_1294p0020	hypothetical protein
CWI38_1294p0030	putative membrane protein
CWI38_1295p0010	hypothetical protein
CWI38_1296p0010	hypothetical protein
CWI38_1296p0020	hypothetical protein
CWI38_1297p0010	hypothetical protein
CWI38_1297p0020	hypothetical protein
CWI38_1297p0030	putative spore wall protein 12
CWI38_1298p0010	hypothetical protein
CWI38_1298p0020	hypothetical protein
CWI38_1299p0010	putative tRNA-intron endonuclease
CWI38_1300p0010	hypothetical protein
CWI38_1300p0020	hypothetical protein
CWI38_1301p0010	hypothetical protein
CWI38_1301p0020	hypothetical protein
CWI38_1302p0010	hypothetical protein
CWI38_1304p0010	putative Got1/Sft2-like protein transport protein
CWI38_1304p0020	hypothetical protein
CWI38_1305p0010	structural maintenance of chromosomes protein
CWI38_1305p0020	hypothetical protein
CWI38_1306p0010	putative subunit 8 of transcription factor IID
CWI38_1306p0020	hypothetical protein
CWI38_1307p0010	putative DUF4451 domain-containing protein
CWI38_1307p0020	hypothetical protein
CWI38_1308p0010	Dopey domain-containing protein
CWI38_1309p0010	ABC transporter
CWI38_1309p0020	hypothetical protein
CWI38_1310p0010	hypothetical protein
CWI38_1310p0020	hypothetical protein
CWI38_1310p0030	ubiquitin-activating enzyme
CWI38_1311p0010	putative helicase
CWI38_1311p0020	reverse transcriptase
CWI38_1312p0010	hypothetical protein
CWI38_1312p0020	hypothetical protein
CWI38_1313p0010	hypothetical protein
CWI38_1314p0010	putative RNA polymerase II protein
CWI38_1314p0020	large ribosome-binding GTPase
CWI38_1314p0030	hypothetical protein
CWI38_1314p0040	RhoGAP domain-containing protein
CWI38_1315p0010	Tip49/RuvB-like helicase
CWI38_1315p0020	putative reverse transcriptase
CWI38_1316p0010	hypothetical protein
CWI38_1316p0020	hypothetical protein
CWI38_1316p0030	hypothetical protein
CWI38_1317p0010	DUF5092 domain-containing protein
CWI38_1317p0020	small Rab5-like GTP-binding protein
CWI38_1318p0010	hypothetical protein
CWI38_1318p0020	putative U6 snRNA-associated Sm-like protein
CWI38_1318p0030	hypothetical protein
CWI38_1319p0010	hypothetical protein
CWI38_1319p0020	ribosomal protein L15
CWI38_1319p0030	ribosomal protein L7A
CWI38_1319p0040	hypothetical protein
CWI38_1320p0010	hypothetical protein
CWI38_1320p0020	mRNA cap guanine-N7 methyltransferase
CWI38_1320p0030	ribosomal protein S23
CWI38_1321p0010	hypothetical protein
CWI38_1322p0010	putative mechanosensitive ion channel protein
CWI38_1322p0020	regulatory subunit of protein phosphatase 1
CWI38_1323p0010	hypothetical protein
CWI38_1324p0010	hypothetical protein
CWI38_1324p0020	hypothetical protein
CWI38_1325p0010	haspin-like serine/threonine-protein kinase
CWI38_1325p0020	putative DUF4451 domain-containing protein
CWI38_1326p0010	hypothetical protein
CWI38_1326p0020	RNA-binding domain-containing protein
CWI38_1326p0030	hypothetical protein
CWI38_1327p0010	RNA polymerase N
CWI38_1328p0010	hypothetical protein
CWI38_1329p0010	hypothetical protein
CWI38_1329p0020	RING-variant domain-containing protein
CWI38_1330p0010	heavy chain of myosin
CWI38_1330p0020	hypothetical protein
CWI38_1332p0010	hypothetical protein
CWI38_1332p0020	putative subunit A of transcription initiation factor TFIID
CWI38_1334p0010	hypothetical protein
CWI38_1334p0020	hypothetical protein
CWI38_1334p0030	hypothetical protein
CWI38_1336p0010	hypothetical protein
CWI38_1337p0010	palmitoyltransferase
CWI38_1337p0020	exocyst complex component protein Sec10
CWI38_1338p0010	hypothetical protein
CWI38_1338p0020	hypothetical protein
CWI38_1338p0030	hypothetical protein
CWI38_1339p0010	hypothetical protein
CWI38_1339p0020	hypothetical protein
CWI38_1340p0010	putative ABC1 serine/threonine-protein kinase
CWI38_1341p0010	hypothetical protein
CWI38_1341p0020	hypothetical protein
CWI38_1341p0030	hypothetical protein
CWI38_1342p0010	hypothetical protein
CWI38_1343p0010	heavy chain of myosin
CWI38_1344p0010	hypothetical protein
CWI38_1344p0020	hypothetical protein
CWI38_1344p0030	DIL domain-containing protein
CWI38_1345p0010	small Ras GTP-binding protein
CWI38_1345p0020	hypothetical protein
CWI38_1346p0010	hypothetical protein
CWI38_1346p0020	hypothetical protein
CWI38_1346p0030	hypothetical protein
CWI38_1347p0010	DNA excision repair protein ERCC-6
CWI38_1349p0010	hypothetical protein
CWI38_1349p0020	hypothetical protein
CWI38_1350p0010	hypothetical protein
CWI38_1351p0010	hypothetical protein
CWI38_1351p0020	putative S4-like small nucleolar ribonucleoprotein
CWI38_1351p0030	hypothetical protein
CWI38_1351p0040	putative vacuolar protein-sorting protein
CWI38_1352p0010	hypothetical protein
CWI38_1353p0010	hypothetical protein
CWI38_1353p0020	CDP-alcohol phosphatidyltransferase
CWI38_1353p0030	transcription elongation factor Spt4
CWI38_1354p0010	uracil-DNA glycosylase
CWI38_1355p0010	phosphatidylinositol kinase
CWI38_1355p0020	HECT domain-containing ubiquitin-transferase
CWI38_1356p0010	hypothetical protein
CWI38_1356p0020	regulatory subunit of 26S proteasome
CWI38_1356p0030	small GTP-binding protein
CWI38_1357p0010	hypothetical protein
CWI38_1357p0020	hypothetical protein
CWI38_1358p0010	hypothetical protein
CWI38_1359p0010	hypothetical protein
CWI38_1360p0010	hypothetical protein
CWI38_1361p0010	hypothetical protein
CWI38_1363p0010	hypothetical protein
CWI38_1363p0020	hypothetical protein
CWI38_1363p0030	hypothetical protein
CWI38_1364p0010	anamorsin-like protein
CWI38_1364p0020	ribosomal protein L30
CWI38_1364p0030	putative subunit A of transcription initiation factor TFIID
CWI38_1364p0040	hypothetical protein
CWI38_1365p0010	subunit Rpb2 of DNA-directed RNA polymerase II
CWI38_1365p0020	hypothetical protein
CWI38_1366p0010	hypothetical protein
CWI38_1367p0010	hypothetical protein
CWI38_1368p0010	hypothetical protein
CWI38_1369p0010	putative pyrimidine 5'-nucleotidase
CWI38_1370p0010	hypothetical protein
CWI38_1370p0020	hypothetical protein
CWI38_1370p0030	putative membrane protein
CWI38_1371p0010	hypothetical protein
CWI38_1372p0010	hypothetical protein
CWI38_1372p0020	hypothetical protein
CWI38_1373p0010	hypothetical protein
CWI38_1373p0020	hypothetical protein
CWI38_1375p0010	hypothetical protein
CWI38_1375p0020	hypothetical protein
CWI38_1376p0010	small GTP-binding protein
CWI38_1376p0020	hypothetical protein
CWI38_1377p0010	putative pyrimidine 5'-nucleotidase
CWI38_1378p0010	hypothetical protein
CWI38_1378p0020	hypothetical protein
CWI38_1379p0010	hypothetical protein
CWI38_1379p0020	hypothetical protein
CWI38_1380p0010	GDP dissociation inhibitor protein
CWI38_1381p0010	RNB domain-containing protein
CWI38_1381p0020	ubiquitin-related modifier 1
CWI38_1381p0030	hypothetical protein
CWI38_1382p0010	hypothetical protein
CWI38_1382p0020	hypothetical protein
CWI38_1382p0030	hypothetical protein
CWI38_1383p0010	hypothetical protein
CWI38_1385p0010	hypothetical protein
CWI38_1386p0010	protein kinase
CWI38_1386p0020	flavodoxin
CWI38_1387p0010	RhoGAP domain-containing protein
CWI38_1388p0010	hypothetical protein
CWI38_1388p0020	hypothetical protein
CWI38_1389p0010	ribosomal protein S6
CWI38_1389p0020	hypothetical protein
CWI38_1389p0030	hypothetical protein
CWI38_1390p0010	hypothetical protein
CWI38_1390p0020	hypothetical protein
CWI38_1391p0010	putative protein kinase
CWI38_1392p0010	hypothetical protein
CWI38_1392p0020	hypothetical protein
CWI38_1392p0030	small subunit of clathrin adaptor complex
CWI38_1393p0010	hypothetical protein
CWI38_1393p0020	hypothetical protein
CWI38_1393p0030	hypothetical protein
CWI38_1394p0010	hypothetical protein
CWI38_1395p0010	reverse transcriptase
CWI38_1396p0010	glucose-6-phosphate isomerase
CWI38_1396p0020	putative glycosylphosphatidylinositol anchoring protein
CWI38_1397p0010	DNA repair protein Rad50
CWI38_1397p0020	mismatch repair endonuclease
CWI38_1398p0010	hypothetical protein
CWI38_1399p0010	hypothetical protein
CWI38_1399p0020	WD40-like domain-containing protein
CWI38_1400p0010	hypothetical protein
CWI38_1400p0020	hypothetical protein
CWI38_1401p0010	hypothetical protein
CWI38_1401p0020	hypothetical protein
CWI38_1401p0030	hypothetical protein
CWI38_1402p0010	reverse transcriptase
CWI38_1403p0010	hypothetical protein
CWI38_1403p0020	hypothetical protein
CWI38_1404p0010	hypothetical protein
CWI38_1404p0020	hypothetical protein
CWI38_1405p0010	hypothetical protein
CWI38_1405p0020	hypothetical protein
CWI38_1406p0010	hypothetical protein
CWI38_1407p0010	hypothetical protein
CWI38_1408p0010	hypothetical protein
CWI38_1408p0020	hexokinase
CWI38_1408p0030	hypothetical protein
CWI38_1409p0010	ABC transporter
CWI38_1409p0020	hypothetical protein
CWI38_1410p0010	DDE-like endonuclease
CWI38_1410p0020	hypothetical protein
CWI38_1411p0010	hypothetical protein
CWI38_1411p0020	RhoGAP domain-containing protein
CWI38_1412p0010	hypothetical protein
CWI38_1412p0020	hypothetical protein
CWI38_1412p0030	DDE-like endonuclease
CWI38_1413p0010	phosphatidylinositol kinase
CWI38_1414p0010	putative ubiquitin carboxyl-terminal hydrolase
CWI38_1414p0020	small subunit of replication factor C
CWI38_1414p0030	subunit 6 of mediator of RNA polymerase II transcription
CWI38_1415p0010	DUF3441 domain-containing protein
CWI38_1416p0010	DUF3441 domain-containing protein
CWI38_1417p0010	hypothetical protein
CWI38_1417p0020	hypothetical protein
CWI38_1418p0010	hypothetical protein
CWI38_1418p0020	hypothetical protein
CWI38_1419p0010	subunit Rpb1 of DNA-directed RNA polymerase II
CWI38_1420p0010	cyclic nucleotide-binding domain-containing protein
CWI38_1420p0020	hypothetical protein
CWI38_1421p0010	ribonucleotide reductase
CWI38_1421p0020	serine/threonine-protein phosphatase 2A activator
CWI38_1422p0010	hypothetical protein
CWI38_1423p0010	hypothetical protein
CWI38_1423p0020	hypothetical protein
CWI38_1423p0030	hypothetical protein
CWI38_1424p0010	hypothetical protein
CWI38_1424p0020	hypothetical protein
CWI38_1424p0030	DUF5101 domain-containing protein
CWI38_1424p0040	hypothetical protein
CWI38_1425p0010	phospholipid:diacylglycerol acyltransferase
CWI38_1425p0020	hypothetical protein
CWI38_1426p0010	hypothetical protein
CWI38_1426p0020	hypothetical protein
CWI38_1427p0010	hypothetical protein
CWI38_1427p0020	putative RRS1-like ribosome biogenesis regulatory protein
CWI38_1427p0030	DUF5097 domain-containing protein
CWI38_1428p0010	hypothetical protein
CWI38_1428p0020	hypothetical protein
CWI38_1428p0030	hypothetical protein
CWI38_1429p0010	subunit of FACT complex
CWI38_1429p0020	hypothetical protein
CWI38_1429p0030	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
CWI38_1430p0010	hypothetical protein
CWI38_1431p0010	hypothetical protein
CWI38_1431p0020	hypothetical protein
CWI38_1431p0030	protein kinase
CWI38_1431p0040	hypothetical protein
CWI38_1432p0010	hypothetical protein
CWI38_1433p0010	hypothetical protein
CWI38_1433p0020	protein tyrosine phosphatase-like protein
CWI38_1433p0030	hypothetical protein
CWI38_1434p0010	ribosomal protein S6
CWI38_1434p0020	hypothetical protein
CWI38_1434p0030	hypothetical protein
CWI38_1436p0010	hypothetical protein
CWI38_1437p0010	hypothetical protein
CWI38_1438p0010	hypothetical protein
CWI38_1439p0010	hypothetical protein
CWI38_1440p0010	hypothetical protein
CWI38_1440p0020	Rab-GTPase-TBC domain-containing protein
CWI38_1441p0010	Alg9-like mannosyltransferase
CWI38_1442p0010	hypothetical protein
CWI38_1443p0010	hypothetical protein
CWI38_1443p0020	hypothetical protein
CWI38_1444p0010	hypothetical protein
CWI38_1444p0020	DnaJ domain-containing protein
CWI38_1444p0030	hypothetical protein
CWI38_1444p0040	putative helicase
CWI38_1445p0010	DNA repair protein Rad51
CWI38_1445p0020	ribosomal protein S7
CWI38_1445p0030	hypothetical protein
CWI38_1446p0010	hypothetical protein
CWI38_1447p0010	hypothetical protein
CWI38_1447p0020	hypothetical protein
CWI38_1448p0010	hypothetical protein
CWI38_1448p0020	subunit beta of DNA-directed RNA polymerase
CWI38_1449p0010	N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein
CWI38_1450p0010	hypothetical protein
CWI38_1450p0020	hypothetical protein
CWI38_1451p0010	hypothetical protein
CWI38_1451p0020	hypothetical protein
CWI38_1452p0010	hypothetical protein
CWI38_1452p0020	hypothetical protein
CWI38_1453p0010	hypothetical protein
CWI38_1453p0020	hypothetical protein
CWI38_1454p0010	hypothetical protein
CWI38_1455p0010	hypothetical protein
CWI38_1455p0020	Gti1/Pac2 domain-containing protein
CWI38_1455p0030	hypothetical protein
CWI38_1456p0010	hypothetical protein
CWI38_1456p0020	hypothetical protein
CWI38_1457p0010	hypothetical protein
CWI38_1457p0020	subunit Rpb5 of DNA-directed RNA polymerase
CWI38_1457p0030	hypothetical protein
CWI38_1457p0040	hypothetical protein
CWI38_1458p0010	hypothetical protein
CWI38_1458p0020	hypothetical protein
CWI38_1458p0030	hypothetical protein
CWI38_1459p0010	hypothetical protein
CWI38_1459p0020	alpha-1,3/1,6-mannosyltransferase
CWI38_1459p0030	subunit A of calcineurin
CWI38_1459p0040	ribosomal protein S25
CWI38_1459p0050	hypothetical protein
CWI38_1461p0010	hypothetical protein
CWI38_1461p0020	WD40 domain-containing protein
CWI38_1462p0010	hypothetical protein
CWI38_1462p0020	hypothetical protein
CWI38_1463p0010	hypothetical protein
CWI38_1463p0020	Rab-GTPase-TBC domain-containing protein
CWI38_1463p0030	hypothetical protein
CWI38_1464p0010	ubiquitin carboxyl-terminal hydrolase
CWI38_1464p0020	hypothetical protein
CWI38_1464p0030	proliferating cell nuclear antigen
CWI38_1465p0010	hypothetical protein
CWI38_1465p0020	hypothetical protein
CWI38_1466p0010	hypothetical protein
CWI38_1466p0020	subunit delta of T-complex protein 1
CWI38_1466p0030	hypothetical protein
CWI38_1467p0010	hypothetical protein
CWI38_1467p0020	hypothetical protein
CWI38_1467p0030	hypothetical protein
CWI38_1467p0040	hypothetical protein
CWI38_1467p0050	hypothetical protein
CWI38_1468p0010	hypothetical protein
CWI38_1468p0020	hypothetical protein
CWI38_1469p0010	hypothetical protein
CWI38_1470p0010	hypothetical protein
CWI38_1470p0020	subunit 11 of integrator complex
CWI38_1471p0010	hypothetical protein
CWI38_1473p0010	hypothetical protein
CWI38_1473p0020	hypothetical protein
CWI38_1474p0010	small Rho-like GTP-binding protein
CWI38_1474p0020	hypothetical protein
CWI38_1475p0010	hypothetical protein
CWI38_1475p0020	hypothetical protein
CWI38_1476p0010	diphthine synthase
CWI38_1476p0020	hypothetical protein
CWI38_1477p0010	hypothetical protein
CWI38_1477p0020	tyrosinase
CWI38_1477p0030	hypothetical protein
CWI38_1478p0010	subunit 8 of CCR4-NOT transcription complex
CWI38_1478p0020	ribosomal protein L4
CWI38_1479p0010	subunit d of V-type proton ATPase
CWI38_1479p0020	hypothetical protein
CWI38_1480p0010	hypothetical protein
CWI38_1480p0020	DnaJ domain-containing protein
CWI38_1482p0010	putative calcineurin-like phosphoesterase
CWI38_1482p0020	hypothetical protein
CWI38_1482p0030	subunit 3 of cleavage and polyadenylation specificity factor
CWI38_1483p0010	hypothetical protein
CWI38_1484p0010	hypothetical protein
CWI38_1484p0020	ribosomal protein S24
CWI38_1484p0030	hypothetical protein
CWI38_1485p0010	hypothetical protein
CWI38_1485p0020	ABC transporter
CWI38_1486p0010	putative Man1/Src1p histone-binding protein
CWI38_1486p0020	ribosomal protein L24
CWI38_1487p0010	hypothetical protein
CWI38_1488p0010	hypothetical protein
CWI38_1488p0020	hypothetical protein
CWI38_1488p0030	hypothetical protein
CWI38_1489p0010	hypothetical protein
CWI38_1489p0020	hypothetical protein
CWI38_1490p0010	hypothetical protein
CWI38_1490p0020	hypothetical protein
CWI38_1490p0030	hypothetical protein
CWI38_1491p0010	dolichyl-phosphate-mannose-protein mannosyltransferase
CWI38_1491p0020	reverse transcriptase
CWI38_1494p0010	reverse transcriptase
CWI38_1494p0020	hypothetical protein
CWI38_1494p0030	hypothetical protein
CWI38_1495p0010	heat shock factor-type DNA-binding protein
CWI38_1495p0020	queuine tRNA-ribosyltransferase
CWI38_1496p0010	hypothetical protein
CWI38_1497p0010	dolichyl-phosphate-mannose-protein mannosyltransferase
CWI38_1497p0020	ribosomal protein L36
CWI38_1497p0030	putative class I/II aminotransferase
CWI38_1498p0010	RNA polymerase N
CWI38_1498p0020	hypothetical protein
CWI38_1499p0010	hypothetical protein
CWI38_1499p0020	hypothetical protein
CWI38_1499p0030	hypothetical protein
CWI38_1499p0040	hypothetical protein
CWI38_1499p0050	alpha subunit of phenylalanine--tRNA ligase
CWI38_1500p0010	SET domain-containing protein
CWI38_1502p0010	hypothetical protein
CWI38_1502p0020	histone deacetylase
CWI38_1503p0010	hypothetical protein
CWI38_1503p0020	hypothetical protein
CWI38_1505p0010	hypothetical protein
CWI38_1505p0020	hypothetical protein
CWI38_1507p0010	putative RCC1-like regulator of chromosome condensation protein
CWI38_1507p0020	ribosomal protein S24
CWI38_1508p0010	hypothetical protein
CWI38_1508p0020	hypothetical protein
CWI38_1509p0010	hypothetical protein
CWI38_1509p0020	hypothetical protein
CWI38_1509p0030	hypothetical protein
CWI38_1510p0010	hypothetical protein
CWI38_1510p0020	hypothetical protein
CWI38_1511p0010	inositol hexakisphosphate
CWI38_1512p0010	hypothetical protein
CWI38_1512p0020	hypothetical protein
