
GenomeNet icon	
LinkDB Search


Mode: Single Entry to Database
From: KEGG GENOME T01330
To: KEGG GENES
vcn:VOLCADRAFT_92218 hypothetical protein 
vcn:VOLCADRAFT_92220 hypothetical protein 
vcn:VOLCADRAFT_92221 hypothetical protein 
vcn:VOLCADRAFT_92225 hypothetical protein 
vcn:VOLCADRAFT_92227 hypothetical protein 
vcn:VOLCADRAFT_92228 hypothetical protein 
vcn:VOLCADRAFT_92229 hypothetical protein 
vcn:VOLCADRAFT_92230 hypothetical protein 
vcn:VOLCADRAFT_92233 hypothetical protein 
vcn:VOLCADRAFT_92239 hypothetical protein 
vcn:VOLCADRAFT_92242 hypothetical protein 
vcn:VOLCADRAFT_92245 hypothetical protein 
vcn:VOLCADRAFT_92246 hypothetical protein 
vcn:VOLCADRAFT_92248 hypothetical protein 
vcn:VOLCADRAFT_92249 hypothetical protein 
vcn:VOLCADRAFT_92252 hypothetical protein 
vcn:VOLCADRAFT_92253 hypothetical protein 
vcn:VOLCADRAFT_92254 hypothetical protein 
vcn:VOLCADRAFT_92255 hypothetical protein 
vcn:VOLCADRAFT_92256 hypothetical protein 
vcn:VOLCADRAFT_92257 hypothetical protein; K15289 solute carrier family 35, member F5 
vcn:VOLCADRAFT_92260 hypothetical protein; K03133 transcription initiation factor TFIID subunit 9B 
vcn:VOLCADRAFT_92264 hypothetical protein 
vcn:VOLCADRAFT_92265 hypothetical protein 
vcn:VOLCADRAFT_92266 hypothetical protein 
vcn:VOLCADRAFT_92267 hypothetical protein 
vcn:VOLCADRAFT_92271 hypothetical protein 
vcn:VOLCADRAFT_92279 hypothetical protein 
vcn:VOLCADRAFT_92280 hypothetical protein 
vcn:VOLCADRAFT_92282 hypothetical protein 
vcn:VOLCADRAFT_92287 hypothetical protein 
vcn:VOLCADRAFT_92288 hypothetical protein 
vcn:VOLCADRAFT_92293 hypothetical protein 
vcn:VOLCADRAFT_92295 hypothetical protein 
vcn:VOLCADRAFT_92296 oxidoreductase 
vcn:VOLCADRAFT_92299 hypothetical protein 
vcn:VOLCADRAFT_92300 hypothetical protein 
vcn:VOLCADRAFT_92304 hypothetical protein 
vcn:VOLCADRAFT_92305 hypothetical protein 
vcn:VOLCADRAFT_92308 hypothetical protein 
vcn:VOLCADRAFT_92309 hypothetical protein 
vcn:VOLCADRAFT_92312 hypothetical protein 
vcn:VOLCADRAFT_92318 hypothetical protein 
vcn:VOLCADRAFT_92319 hypothetical protein 
vcn:VOLCADRAFT_92320 hypothetical protein 
vcn:VOLCADRAFT_92321 hypothetical protein 
vcn:VOLCADRAFT_92322 hypothetical protein; K12813 pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 [EC:3.6.4.13] 
vcn:VOLCADRAFT_92323 hypothetical protein 
vcn:VOLCADRAFT_92324 hypothetical protein 
vcn:VOLCADRAFT_92325 hypothetical protein 
vcn:VOLCADRAFT_92346 hypothetical protein 
vcn:VOLCADRAFT_92347 hypothetical protein 
vcn:VOLCADRAFT_92348 hypothetical protein 
vcn:VOLCADRAFT_92349 hypothetical protein 
vcn:VOLCADRAFT_92352 hypothetical protein 
vcn:VOLCADRAFT_92353 hypothetical protein 
vcn:VOLCADRAFT_92355 hypothetical protein 
vcn:VOLCADRAFT_92357 hypothetical protein 
vcn:VOLCADRAFT_92358 hypothetical protein 
vcn:VOLCADRAFT_92360 hypothetical protein 
vcn:VOLCADRAFT_92361 hypothetical protein 
vcn:VOLCADRAFT_92366 hypothetical protein 
vcn:VOLCADRAFT_92375 hypothetical protein 
vcn:VOLCADRAFT_92376 hypothetical protein 
vcn:VOLCADRAFT_92378 hypothetical protein 
vcn:VOLCADRAFT_92381 hypothetical protein; K12848 U4/U6.U5 tri-snRNP component SNU23 
vcn:VOLCADRAFT_92385 hypothetical protein 
vcn:VOLCADRAFT_92387 hypothetical protein 
vcn:VOLCADRAFT_92391 hypothetical protein 
vcn:VOLCADRAFT_92393 hypothetical protein 
vcn:VOLCADRAFT_92397 hypothetical protein 
vcn:VOLCADRAFT_92398 hypothetical protein 
vcn:VOLCADRAFT_92400 hypothetical protein 
vcn:VOLCADRAFT_92403 hypothetical protein 
vcn:VOLCADRAFT_92405 hypothetical protein 
vcn:VOLCADRAFT_92408 hypothetical protein 
vcn:VOLCADRAFT_92415 hypothetical protein 
vcn:VOLCADRAFT_92418 hypothetical protein 
vcn:VOLCADRAFT_92419 hypothetical protein 
vcn:VOLCADRAFT_92420 hypothetical protein 
vcn:VOLCADRAFT_92425 hypothetical protein 
vcn:VOLCADRAFT_92426 hypothetical protein 
vcn:VOLCADRAFT_92428 hypothetical protein 
vcn:VOLCADRAFT_92430 hypothetical protein 
vcn:VOLCADRAFT_92436 hypothetical protein 
vcn:VOLCADRAFT_92444 hypothetical protein; K14798 protein LTV1 
vcn:VOLCADRAFT_92450 hypothetical protein 
vcn:VOLCADRAFT_92451 hypothetical protein 
vcn:VOLCADRAFT_92454 hypothetical protein 
vcn:VOLCADRAFT_92455 hypothetical protein 
vcn:VOLCADRAFT_92456 RWP-RK domain-containing transcription factor 
vcn:VOLCADRAFT_92466 hypothetical protein 
vcn:VOLCADRAFT_92469 hypothetical protein; K00510 heme oxygenase [EC:1.14.99.3] 
vcn:VOLCADRAFT_92471 hypothetical protein 
vcn:VOLCADRAFT_92472 hypothetical protein 
vcn:VOLCADRAFT_92476 hypothetical protein 
vcn:VOLCADRAFT_92477 hypothetical protein 
vcn:VOLCADRAFT_92484 hypothetical protein 
vcn:VOLCADRAFT_92485 hypothetical protein 
vcn:VOLCADRAFT_92489 hypothetical protein; K08106 N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase [EC:2.8.2.33] 
vcn:VOLCADRAFT_92492 hypothetical protein 
vcn:VOLCADRAFT_92494 hypothetical protein 
vcn:VOLCADRAFT_92496 hypothetical protein 
vcn:VOLCADRAFT_92497 hypothetical protein 
vcn:VOLCADRAFT_92499 hypothetical protein 
vcn:VOLCADRAFT_92500 hypothetical protein 
vcn:VOLCADRAFT_92501 hypothetical protein 
vcn:VOLCADRAFT_92503 hypothetical protein 
vcn:VOLCADRAFT_92506 hypothetical protein 
vcn:VOLCADRAFT_92508 mot40; hypothetical protein 
vcn:VOLCADRAFT_92515 hypothetical protein 
vcn:VOLCADRAFT_92517 hypothetical protein 
vcn:VOLCADRAFT_92519 hypothetical protein 
vcn:VOLCADRAFT_92520 hypothetical protein 
vcn:VOLCADRAFT_92522 hypothetical protein 
vcn:VOLCADRAFT_92523 hypothetical protein 
vcn:VOLCADRAFT_92524 hypothetical protein 
vcn:VOLCADRAFT_92525 hypothetical protein 
vcn:VOLCADRAFT_92526 hypothetical protein 
vcn:VOLCADRAFT_92529 hypothetical protein 
vcn:VOLCADRAFT_92532 hypothetical protein 
vcn:VOLCADRAFT_92533 hypothetical protein 
vcn:VOLCADRAFT_92534 hypothetical protein 
vcn:VOLCADRAFT_92537 hypothetical protein 
vcn:VOLCADRAFT_92540 hypothetical protein; K12580 CCR4-NOT transcription complex subunit 3 
vcn:VOLCADRAFT_92544 hypothetical protein 
vcn:VOLCADRAFT_92545 hypothetical protein 
vcn:VOLCADRAFT_92546 hypothetical protein 
vcn:VOLCADRAFT_92548 hypothetical protein 
vcn:VOLCADRAFT_92549 hypothetical protein 
vcn:VOLCADRAFT_92551 hypothetical protein 
vcn:VOLCADRAFT_92554 hypothetical protein 
vcn:VOLCADRAFT_92555 hypothetical protein 
vcn:VOLCADRAFT_92556 hypothetical protein 
vcn:VOLCADRAFT_92557 hypothetical protein 
vcn:VOLCADRAFT_92558 hypothetical protein 
vcn:VOLCADRAFT_92559 hypothetical protein 
vcn:VOLCADRAFT_92566 hypothetical protein 
vcn:VOLCADRAFT_92571 hypothetical protein 
vcn:VOLCADRAFT_92572 hypothetical protein 
vcn:VOLCADRAFT_92574 hypothetical protein 
vcn:VOLCADRAFT_92575 hypothetical protein 
vcn:VOLCADRAFT_92576 hypothetical protein 
vcn:VOLCADRAFT_92577 hypothetical protein 
vcn:VOLCADRAFT_92578 hypothetical protein 
vcn:VOLCADRAFT_92579 hypothetical protein 
vcn:VOLCADRAFT_92581 hypothetical protein 
vcn:VOLCADRAFT_92585 hypothetical protein 
vcn:VOLCADRAFT_92587 hypothetical protein 
vcn:VOLCADRAFT_92588 hypothetical protein 
vcn:VOLCADRAFT_92589 hypothetical protein 
vcn:VOLCADRAFT_92590 hypothetical protein 
vcn:VOLCADRAFT_92596 hypothetical protein 
vcn:VOLCADRAFT_92598 hypothetical protein 
vcn:VOLCADRAFT_92601 hypothetical protein 
vcn:VOLCADRAFT_92605 hypothetical protein 
vcn:VOLCADRAFT_92606 RWP-RK domain transcription factor 
vcn:VOLCADRAFT_92607 hypothetical protein 
vcn:VOLCADRAFT_92609 hypothetical protein 
vcn:VOLCADRAFT_92610 hypothetical protein 
vcn:VOLCADRAFT_92611 hypothetical protein 
vcn:VOLCADRAFT_92612 hypothetical protein 
vcn:VOLCADRAFT_92613 hypothetical protein 
vcn:VOLCADRAFT_92614 hypothetical protein 
vcn:VOLCADRAFT_92617 hypothetical protein 
vcn:VOLCADRAFT_92618 hypothetical protein 
vcn:VOLCADRAFT_92619 hypothetical protein 
vcn:VOLCADRAFT_92620 hypothetical protein 
vcn:VOLCADRAFT_92621 hypothetical protein 
vcn:VOLCADRAFT_92622 hypothetical protein 
vcn:VOLCADRAFT_92623 hypothetical protein 
vcn:VOLCADRAFT_92624 hypothetical protein 
vcn:VOLCADRAFT_92625 hypothetical protein 
vcn:VOLCADRAFT_92627 hypothetical protein 
vcn:VOLCADRAFT_92628 hypothetical protein 
vcn:VOLCADRAFT_92631 hypothetical protein 
vcn:VOLCADRAFT_92632 hypothetical protein 
vcn:VOLCADRAFT_92635 hypothetical protein 
vcn:VOLCADRAFT_92636 hypothetical protein 
vcn:VOLCADRAFT_92637 AGO2; Argonaute-like protein 
vcn:VOLCADRAFT_92638 hypothetical protein 
vcn:VOLCADRAFT_92639 hypothetical protein 
vcn:VOLCADRAFT_92640 hypothetical protein; K00232 acyl-CoA oxidase [EC:1.3.3.6] 
vcn:VOLCADRAFT_92641 hypothetical protein 
vcn:VOLCADRAFT_92642 hypothetical protein 
vcn:VOLCADRAFT_92643 hypothetical protein 
vcn:VOLCADRAFT_92644 hypothetical protein 
vcn:VOLCADRAFT_92647 hypothetical protein 
vcn:VOLCADRAFT_92648 hypothetical protein 
vcn:VOLCADRAFT_92649 hypothetical protein 
vcn:VOLCADRAFT_92650 hypothetical protein 
vcn:VOLCADRAFT_92651 hypothetical protein 
vcn:VOLCADRAFT_92652 hypothetical protein 
vcn:VOLCADRAFT_92653 hypothetical protein 
vcn:VOLCADRAFT_92656 hypothetical protein 
vcn:VOLCADRAFT_92657 hypothetical protein 
vcn:VOLCADRAFT_92665 hypothetical protein 
vcn:VOLCADRAFT_92673 hypothetical protein 
vcn:VOLCADRAFT_92675 hypothetical protein 
vcn:VOLCADRAFT_92679 hypothetical protein 
vcn:VOLCADRAFT_92689 hypothetical protein 
vcn:VOLCADRAFT_92690 hypothetical protein 
vcn:VOLCADRAFT_92693 hypothetical protein 
vcn:VOLCADRAFT_92694 hypothetical protein 
vcn:VOLCADRAFT_92695 hypothetical protein 
vcn:VOLCADRAFT_92698 hypothetical protein 
vcn:VOLCADRAFT_92705 hypothetical protein 
vcn:VOLCADRAFT_92712 hypothetical protein 
vcn:VOLCADRAFT_92717 hypothetical protein 
vcn:VOLCADRAFT_92718 hypothetical protein 
vcn:VOLCADRAFT_92719 hypothetical protein 
vcn:VOLCADRAFT_92720 hypothetical protein 
vcn:VOLCADRAFT_92724 hypothetical protein 
vcn:VOLCADRAFT_92728 hypothetical protein 
vcn:VOLCADRAFT_92729 hypothetical protein 
vcn:VOLCADRAFT_92730 hypothetical protein 
vcn:VOLCADRAFT_92731 hypothetical protein 
vcn:VOLCADRAFT_92733 hypothetical protein 
vcn:VOLCADRAFT_92743 hypothetical protein 
vcn:VOLCADRAFT_92744 hypothetical protein 
vcn:VOLCADRAFT_92748 hypothetical protein 
vcn:VOLCADRAFT_92749 hypothetical protein 
vcn:VOLCADRAFT_92754 hypothetical protein 
vcn:VOLCADRAFT_92756 hypothetical protein 
vcn:VOLCADRAFT_92760 hypothetical protein 
vcn:VOLCADRAFT_92761 hypothetical protein 
vcn:VOLCADRAFT_92762 hypothetical protein 
vcn:VOLCADRAFT_92763 hypothetical protein 
vcn:VOLCADRAFT_92764 hypothetical protein 
vcn:VOLCADRAFT_92765 hypothetical protein 
vcn:VOLCADRAFT_92767 hypothetical protein 
vcn:VOLCADRAFT_92769 hypothetical protein 
vcn:VOLCADRAFT_92771 hypothetical protein 
vcn:VOLCADRAFT_92777 hypothetical protein 
vcn:VOLCADRAFT_92778 D1bLIC; cytoplasmic dynein 1b light intermediate chain, D1bLIC; K10417 dynein light intermediate cha 
vcn:VOLCADRAFT_92783 hypothetical protein 
vcn:VOLCADRAFT_92785 hypothetical protein 
vcn:VOLCADRAFT_92788 hypothetical protein 
vcn:VOLCADRAFT_92791 hypothetical protein 
vcn:VOLCADRAFT_92792 hypothetical protein; K00729 dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117] 
vcn:VOLCADRAFT_92799 hypothetical protein 
vcn:VOLCADRAFT_92800 hypothetical protein 
vcn:VOLCADRAFT_92802 hypothetical protein 
vcn:VOLCADRAFT_92803 hypothetical protein 
vcn:VOLCADRAFT_92807 hypothetical protein 
vcn:VOLCADRAFT_92808 hypothetical protein 
vcn:VOLCADRAFT_92809 hypothetical protein 
vcn:VOLCADRAFT_92810 hypothetical protein 
vcn:VOLCADRAFT_92815 hypothetical protein 
vcn:VOLCADRAFT_92816 hypothetical protein 
vcn:VOLCADRAFT_92818 hypothetical protein 
vcn:VOLCADRAFT_92820 hypothetical protein 
vcn:VOLCADRAFT_92821 hypothetical protein 
vcn:VOLCADRAFT_92827 hypothetical protein; K14286 alanine-glyoxylate aminotransferase 2-like [EC:2.6.1.-] 
vcn:VOLCADRAFT_92828 hypothetical protein 
vcn:VOLCADRAFT_92829 hypothetical protein 
vcn:VOLCADRAFT_92830 hypothetical protein 
vcn:VOLCADRAFT_92832 hypothetical protein 
vcn:VOLCADRAFT_92833 hypothetical protein 
vcn:VOLCADRAFT_92834 hypothetical protein 
vcn:VOLCADRAFT_92835 hypothetical protein 
vcn:VOLCADRAFT_92838 hypothetical protein 
vcn:VOLCADRAFT_92841 hypothetical protein 
vcn:VOLCADRAFT_92842 hypothetical protein 
vcn:VOLCADRAFT_92848 hypothetical protein 
vcn:VOLCADRAFT_92853 hypothetical protein 
vcn:VOLCADRAFT_92854 hypothetical protein 
vcn:VOLCADRAFT_92856 hypothetical protein 
vcn:VOLCADRAFT_92857 hypothetical protein 
vcn:VOLCADRAFT_92861 hypothetical protein 
vcn:VOLCADRAFT_92862 hypothetical protein 
vcn:VOLCADRAFT_92863 hypothetical protein 
vcn:VOLCADRAFT_92867 hypothetical protein 
vcn:VOLCADRAFT_92871 hypothetical protein 
vcn:VOLCADRAFT_92874 hypothetical protein 
vcn:VOLCADRAFT_92879 hypothetical protein 
vcn:VOLCADRAFT_92882 hypothetical protein 
vcn:VOLCADRAFT_92886 hypothetical protein 
vcn:VOLCADRAFT_92887 hypothetical protein 
vcn:VOLCADRAFT_92888 hypothetical protein 
vcn:VOLCADRAFT_92890 hypothetical protein 
vcn:VOLCADRAFT_92891 hypothetical protein 
vcn:VOLCADRAFT_92892 cyc5; guanylyl and adenylyl cyclase family member 
vcn:VOLCADRAFT_92894 hypothetical protein 
vcn:VOLCADRAFT_92895 hypothetical protein 
vcn:VOLCADRAFT_92896 hypothetical protein 
vcn:VOLCADRAFT_92897 hypothetical protein 
vcn:VOLCADRAFT_92899 hypothetical protein 
vcn:VOLCADRAFT_92900 hypothetical protein 
vcn:VOLCADRAFT_92905 hypothetical protein 
vcn:VOLCADRAFT_92908 hypothetical protein 
vcn:VOLCADRAFT_92910 hypothetical protein 
vcn:VOLCADRAFT_92911 hypothetical protein 
vcn:VOLCADRAFT_92912 hypothetical protein 
vcn:VOLCADRAFT_92913 hypothetical protein 
vcn:VOLCADRAFT_92915 hypothetical protein 
vcn:VOLCADRAFT_92921 hypothetical protein 
vcn:VOLCADRAFT_92922 hypothetical protein; K00988 ATP adenylyltransferase [EC:2.7.7.53] 
vcn:VOLCADRAFT_92929 hypothetical protein 
vcn:VOLCADRAFT_92941 hypothetical protein 
vcn:VOLCADRAFT_92946 hypothetical protein 
vcn:VOLCADRAFT_92947 hypothetical protein 
vcn:VOLCADRAFT_92948 hypothetical protein 
vcn:VOLCADRAFT_92949 hypothetical protein 
vcn:VOLCADRAFT_92957 hypothetical protein 
vcn:VOLCADRAFT_92958 hypothetical protein 
vcn:VOLCADRAFT_92959 hypothetical protein 
vcn:VOLCADRAFT_92962 hypothetical protein 
vcn:VOLCADRAFT_92964 hypothetical protein 
vcn:VOLCADRAFT_92965 hypothetical protein 
vcn:VOLCADRAFT_92967 hypothetical protein 
vcn:VOLCADRAFT_92972 hypothetical protein 
vcn:VOLCADRAFT_92973 hypothetical protein 
vcn:VOLCADRAFT_92974 hypothetical protein 
vcn:VOLCADRAFT_92975 hypothetical protein 
vcn:VOLCADRAFT_92979 hypothetical protein 
vcn:VOLCADRAFT_92980 hypothetical protein 
vcn:VOLCADRAFT_92988 hypothetical protein 
vcn:VOLCADRAFT_92990 hypothetical protein; K10696 E3 ubiquitin-protein ligase BRE1 [EC:6.3.2.19] 
vcn:VOLCADRAFT_92991 hypothetical protein 
vcn:VOLCADRAFT_92992 hypothetical protein; K17580 cancer susceptibility candidate protein 1 
vcn:VOLCADRAFT_92993 hypothetical protein 
vcn:VOLCADRAFT_92997 hypothetical protein 
vcn:VOLCADRAFT_92998 hypothetical protein 
vcn:VOLCADRAFT_93002 hypothetical protein 
vcn:VOLCADRAFT_93005 hypothetical protein 
vcn:VOLCADRAFT_93008 hypothetical protein; K09142 hypothetical protein 
vcn:VOLCADRAFT_93011 hypothetical protein 
vcn:VOLCADRAFT_93012 hypothetical protein 
vcn:VOLCADRAFT_93013 dnj4; molecular chaperone 
vcn:VOLCADRAFT_93017 hypothetical protein 
vcn:VOLCADRAFT_93018 trx9; thioredoxin 
vcn:VOLCADRAFT_93019 hypothetical protein 
vcn:VOLCADRAFT_93025 hypothetical protein 
vcn:VOLCADRAFT_93029 hypothetical protein 
vcn:VOLCADRAFT_93030 hypothetical protein 
vcn:VOLCADRAFT_93031 hypothetical protein 
vcn:VOLCADRAFT_93032 mot16; hypothetical protein 
vcn:VOLCADRAFT_93033 hypothetical protein 
vcn:VOLCADRAFT_93035 hypothetical protein 
vcn:VOLCADRAFT_93036 hypothetical protein 
vcn:VOLCADRAFT_93037 hypothetical protein 
vcn:VOLCADRAFT_93039 hypothetical protein 
vcn:VOLCADRAFT_93041 hypothetical protein 
vcn:VOLCADRAFT_93043 hypothetical protein 
vcn:VOLCADRAFT_93044 hypothetical protein 
vcn:VOLCADRAFT_93046 hypothetical protein 
vcn:VOLCADRAFT_93052 hypothetical protein 
vcn:VOLCADRAFT_93053 hypothetical protein 
vcn:VOLCADRAFT_93059 hypothetical protein 
vcn:VOLCADRAFT_93060 hypothetical protein 
vcn:VOLCADRAFT_93065 hypothetical protein 
vcn:VOLCADRAFT_93068 hypothetical protein 
vcn:VOLCADRAFT_93070 hypothetical protein 
vcn:VOLCADRAFT_93072 hypothetical protein 
vcn:VOLCADRAFT_93073 hypothetical protein 
vcn:VOLCADRAFT_93075 hypothetical protein 
vcn:VOLCADRAFT_93077 hypothetical protein 
vcn:VOLCADRAFT_93079 hypothetical protein 
vcn:VOLCADRAFT_93086 hypothetical protein 
vcn:VOLCADRAFT_93087 hypothetical protein 
vcn:VOLCADRAFT_93088 hypothetical protein 
vcn:VOLCADRAFT_93089 hypothetical protein 
vcn:VOLCADRAFT_93090 hypothetical protein 
vcn:VOLCADRAFT_93092 hypothetical protein 
vcn:VOLCADRAFT_93097 hypothetical protein 
vcn:VOLCADRAFT_93101 hypothetical protein 
vcn:VOLCADRAFT_93102 hypothetical protein 
vcn:VOLCADRAFT_93103 hypothetical protein 
vcn:VOLCADRAFT_93105 hypothetical protein 
vcn:VOLCADRAFT_93106 hypothetical protein 
vcn:VOLCADRAFT_93111 hypothetical protein 
vcn:VOLCADRAFT_93115 hypothetical protein 
vcn:VOLCADRAFT_93117 hypothetical protein 
vcn:VOLCADRAFT_93125 hypothetical protein 
vcn:VOLCADRAFT_93130 hypothetical protein 
vcn:VOLCADRAFT_93134 hypothetical protein 
vcn:VOLCADRAFT_93135 hypothetical protein 
vcn:VOLCADRAFT_93138 hypothetical protein 
vcn:VOLCADRAFT_93139 hypothetical protein 
vcn:VOLCADRAFT_93140 hypothetical protein 
vcn:VOLCADRAFT_93141 hypothetical protein 
vcn:VOLCADRAFT_93142 hypothetical protein 
vcn:VOLCADRAFT_93144 hypothetical protein 
vcn:VOLCADRAFT_93145 intramembrane metalloprotease 
vcn:VOLCADRAFT_93149 hypothetical protein 
vcn:VOLCADRAFT_93153 hypothetical protein 
vcn:VOLCADRAFT_93154 hypothetical protein 
vcn:VOLCADRAFT_93156 hypothetical protein 
vcn:VOLCADRAFT_93165 hypothetical protein; K16315 serine/threonine-protein kinase haspin [EC:2.7.11.1] 
vcn:VOLCADRAFT_93166 hypothetical protein 
vcn:VOLCADRAFT_93167 hypothetical protein 
vcn:VOLCADRAFT_93168 hypothetical protein 
vcn:VOLCADRAFT_93171 hypothetical protein 
vcn:VOLCADRAFT_93172 hypothetical protein 
vcn:VOLCADRAFT_93173 hypothetical protein 
vcn:VOLCADRAFT_93181 hypothetical protein 
vcn:VOLCADRAFT_93182 hypothetical protein 
vcn:VOLCADRAFT_93190 hypothetical protein; K17607 type 2A phosphatase activator TIP41 
vcn:VOLCADRAFT_93192 hypothetical protein; K11303 histone acetyltransferase 1 [EC:2.3.1.48] 
vcn:VOLCADRAFT_93193 hypothetical protein 
vcn:VOLCADRAFT_93194 hypothetical protein; K01158 deoxyribonuclease II [EC:3.1.22.1] 
vcn:VOLCADRAFT_93195 hypothetical protein 
vcn:VOLCADRAFT_93196 hypothetical protein 
vcn:VOLCADRAFT_93199 hypothetical protein 
vcn:VOLCADRAFT_93200 hypothetical protein 
vcn:VOLCADRAFT_93201 hypothetical protein 
vcn:VOLCADRAFT_93202 hypothetical protein 
vcn:VOLCADRAFT_93204 hypothetical protein 
vcn:VOLCADRAFT_93208 hypothetical protein 
vcn:VOLCADRAFT_93221 hypothetical protein 
vcn:VOLCADRAFT_93222 hypothetical protein 
vcn:VOLCADRAFT_93224 hypothetical protein 
vcn:VOLCADRAFT_93225 erg1; Era-like protein; K03595 GTP-binding protein Era 
vcn:VOLCADRAFT_93226 hypothetical protein 
vcn:VOLCADRAFT_93228 apg3; autophagy protein; K08343 ubiquitin-like-conjugating enzyme ATG3 [EC:6.3.2.19] 
vcn:VOLCADRAFT_93234 hypothetical protein 
vcn:VOLCADRAFT_93235 hypothetical protein 
vcn:VOLCADRAFT_93236 hypothetical protein 
vcn:VOLCADRAFT_93238 hypothetical protein 
vcn:VOLCADRAFT_93239 hypothetical protein 
vcn:VOLCADRAFT_93240 hypothetical protein 
vcn:VOLCADRAFT_93243 hypothetical protein 
vcn:VOLCADRAFT_93264 hypothetical protein 
vcn:VOLCADRAFT_93267 hypothetical protein 
vcn:VOLCADRAFT_93268 hypothetical protein 
vcn:VOLCADRAFT_93271 hypothetical protein 
vcn:VOLCADRAFT_93273 hypothetical protein 
vcn:VOLCADRAFT_93278 hypothetical protein 
vcn:VOLCADRAFT_93281 hypothetical protein 
vcn:VOLCADRAFT_93284 hypothetical protein 
vcn:VOLCADRAFT_93285 hypothetical protein 
vcn:VOLCADRAFT_93286 hypothetical protein 
vcn:VOLCADRAFT_93287 hypothetical protein 
vcn:VOLCADRAFT_93289 hypothetical protein 
vcn:VOLCADRAFT_93290 hypothetical protein 
vcn:VOLCADRAFT_93294 hypothetical protein 
vcn:VOLCADRAFT_93295 hypothetical protein 
vcn:VOLCADRAFT_93297 hypothetical protein 
vcn:VOLCADRAFT_93299 hypothetical protein 
vcn:VOLCADRAFT_93300 hypothetical protein 
vcn:VOLCADRAFT_93304 hypothetical protein 
vcn:VOLCADRAFT_93305 hypothetical protein 
vcn:VOLCADRAFT_93306 hypothetical protein 
vcn:VOLCADRAFT_93309 hypothetical protein 
vcn:VOLCADRAFT_93310 rlsE; RegA-like protein RlsE 
vcn:VOLCADRAFT_93312 hypothetical protein 
vcn:VOLCADRAFT_93313 rlsG; RegA-like protein RlsG 
vcn:VOLCADRAFT_93321 hypothetical protein 
vcn:VOLCADRAFT_93324 hypothetical protein; K17907 autophagy-related protein 9 
vcn:VOLCADRAFT_93325 hypothetical protein 
vcn:VOLCADRAFT_93328 hypothetical protein 
vcn:VOLCADRAFT_93329 hypothetical protein 
vcn:VOLCADRAFT_93333 hypothetical protein 
vcn:VOLCADRAFT_93337 hypothetical protein 
vcn:VOLCADRAFT_93339 hypothetical protein 
vcn:VOLCADRAFT_93343 hypothetical protein 
vcn:VOLCADRAFT_93344 hypothetical protein 
vcn:VOLCADRAFT_93353 hypothetical protein 
vcn:VOLCADRAFT_93358 hypothetical protein 
vcn:VOLCADRAFT_93359 hypothetical protein 
vcn:VOLCADRAFT_93366 hypothetical protein 
vcn:VOLCADRAFT_93368 hypothetical protein 
vcn:VOLCADRAFT_93369 adhesion molecule 
vcn:VOLCADRAFT_93371 hypothetical protein 
vcn:VOLCADRAFT_93372 hypothetical protein 
vcn:VOLCADRAFT_93374 hypothetical protein 
vcn:VOLCADRAFT_93375 hypothetical protein; K18010 7-hydroxymethyl chlorophyll a reductase [EC:1.17.7.2] 
vcn:VOLCADRAFT_93382 hypothetical protein 
vcn:VOLCADRAFT_93383 hypothetical protein 
vcn:VOLCADRAFT_93384 hypothetical protein 
vcn:VOLCADRAFT_93385 hypothetical protein 
vcn:VOLCADRAFT_93393 hypothetical protein 
vcn:VOLCADRAFT_93396 hypothetical protein 
vcn:VOLCADRAFT_93400 hypothetical protein 
